duration,HSP ID,help,Gender,Gender_Other,Age,Culture,Culture_Other,First_Lanuage,First_Lanuage_O,First_Lanuage_2,English_Years,English_Fluent,Nationality,Years_Canada,Old_Move_Canada,Religion,Religion_Other,Handedness,Political,Year_School,Sex_Orientation,Sex_Orient_Othr,UBC_Faculty,Faculty_Other,Major,Country_Born,country_born_2,Mom education,Dad education,Family.income,Attn,Attnother,BIological.sex,age.30,age.28,Kim.1,Kim.2,Kim.3,Kim.4,Kim.5,Kim.6,Kim.7,Kim.8,Kim.9,Kim.10,Kim.11,Kim.12,Kim.13,Kim.14,Kim.15,Kim.16,Kim.17,Kim.18,Kim.19,Kim.20,Kim.21
8,22791016,No,Woman,[Decline to Answer],23,Other,east asian/ european,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Strongly liberal,4th,Bisexual (equally Heterosexual/straight and Gay/lesbian),[Decline to Answer],Faculty of Arts,[Decline to Answer],psychology,Canada,[Decline to Answer],High school graduate,4 year degree (e.g.Bachelor's degree),"$50,001 - $75,000",Other (Please specify below),decision making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,2 Disagree,2 Disagree,4 Neither agree nor disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,6 Agree,3 Slightly disagree,6 Agree,6 Agree
22,42351202,No,Man,[Decline to Answer],23,East Asian,[Decline to Answer],Korean,[Decline to Answer],[Decline to Answer],17,7. Completely fluent,Canadian,17,7,Christian,[Decline to Answer],Mostly right handed,[Decline to Answer],4th,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],psychology,[Decline to Answer],korea,High school graduate,Some college,"$100,001 - $150,000",Other (Please specify below),Decision Making,Male,Yes,Yes,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,5 Slightly agree,7 Strongly agree,5 Slightly agree,6 Agree,7 Strongly agree,5 Slightly agree,2 Disagree,2 Disagree,6 Agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,5 Slightly agree,5 Slightly agree,7 Strongly agree,6 Agree
21,42700927,Yes,Woman,[Decline to Answer],[Decline to Answer],East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Cantonese,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,[Decline to Answer],Other,Heterosexual/straight only,[Decline to Answer],Other,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],Some college,Some college,[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,2 Disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,2 Disagree,2 Disagree,4 Neither agree nor disagree,2 Disagree,2 Disagree,5 Slightly agree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,6 Agree
11,53550903,No,Man,[Decline to Answer],24,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Slightly liberal,4th,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],CMS,Canada,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision Making,Male,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,2 Disagree,2 Disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree
14,73781113,I don't know,Transgender woman,[Decline to Answer],29,East Asian,[Decline to Answer],Korean,[Decline to Answer],[Decline to Answer],20,7. Completely fluent,Canadian,20+,9,Atheist,[Decline to Answer],Mostly right handed,Strongly liberal,4th,Gay/lesbian only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Other,South Korea,"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$25,001 - $35,000",Other (Please specify below),Decision Making,Male,Yes,No,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,4 Neither agree nor disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree
10,17580103,Yes,Man,[Decline to Answer],23,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Tagalog,[Decline to Answer],6,Canadian,14,9,Christian,[Decline to Answer],Mostly right handed,Slightly liberal,4th,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Other,Philippines,"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$100,001 - $150,000",Other (Please specify below),Decision Making,Male,Yes,Yes,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,6 Agree
10,37820313,No,Woman,[Decline to Answer],25,South East Asian,[Decline to Answer],Tagalong,"Please note that it is *Tagalog, not Tagalong",[Decline to Answer],since I was 7,7. Completely fluent,Filipino,17,8,Christian,[Decline to Answer],Mostly right handed,Moderately liberal,Other,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],[Decline to Answer],Other,philippines,Less than high school,2 year degree (e.g.technical college degree),"$100,001 - $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,2 Disagree,3 Slightly disagree,2 Disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree
8,24850320,Yes,Woman,[Decline to Answer],23,East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Strongly liberal,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],"2 year degree (e.g., technical college degree)",High school graduate,"$75,001 - $100,000",Other (Please specify below),Decision Making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,2 Disagree,2 Disagree,5 Slightly agree,5 Slightly agree,2 Disagree,5 Slightly agree,2 Disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,2 Disagree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,2 Disagree,6 Agree,6 Agree
24,42440724,Yes,Man,[Decline to Answer],24,East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,[Decline to Answer],[Decline to Answer],Mostly left handed,[Decline to Answer],4th,[Decline to Answer],[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,1 Strongly disagree,2 Disagree,4 Neither agree nor disagree,1 Strongly disagree,4 Neither agree nor disagree,1 Strongly disagree,4 Neither agree nor disagree,1 Strongly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,7 Strongly agree,7 Strongly agree
16,14741122,Yes,Woman,[Decline to Answer],22,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Tagalog,[Decline to Answer],7. Completely fluent,Canadian,16,6,Christian,[Decline to Answer],Mostly right handed,Moderately liberal,Other,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Other,Philippines,"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,6 Agree,5 Slightly agree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree
20,44950711,I don't know,Man,[Decline to Answer],24,[Decline to Answer],[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],[Decline to Answer],5,Chinese,8,[Decline to Answer],[Decline to Answer],[Decline to Answer],Mostly left handed,[Decline to Answer],[Decline to Answer],Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology major,Hong Kong,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree
12,24901225,No,Woman,[Decline to Answer],22,South East Asian,[Decline to Answer],Vietnamese,[Decline to Answer],[Decline to Answer],17,7. Completely fluent,Vietnamese-Canadian,[Decline to Answer],Not applicable--I was born in Canada,Buddhist,[Decline to Answer],Mostly right handed,[Decline to Answer],4th,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],psychology,Canada,[Decline to Answer],High school graduate,Less than high school,"$25,001 - $35,000",Other (Please specify below),Decision Making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,4 Neither agree nor disagree,1 Strongly disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,7 Strongly agree
15,34760623,No,Man,[Decline to Answer],25,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Dual - US and Canada,5,20+,Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,4th,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,United States of America,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"$100,001 - $150,000",Other (Please specify below),Decision Making,Male,Yes,Yes,4 Neither agree nor disagree,2 Disagree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,2 Disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree
9,23280117,Yes,Woman,N/A,23,East Asian,N/A,French,N/A,N/A,N/A,7. Completely fluent,Canadian,[Decline to Answer],1,[Decline to Answer],N/A,Mostly right handed,Moderately liberal,Other,Heterosexual/straight only,N/A,Faculty of Arts,N/A,English literature,China,N/A,"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$75,001 - $100,000",Other (Please specify below),Decision making,Female,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,7 Strongly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,7 Strongly agree,7 Strongly agree
4,40561007,Yes,Woman,[Decline to Answer],[Decline to Answer],East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],[Decline to Answer],4,[Decline to Answer],8,15,Buddhist,[Decline to Answer],Mostly right handed,[Decline to Answer],4th,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],China,[Decline to Answer],Some college,4 year degree (e.g.Bachelor's degree),[Decline to Answer],[Decline to Answer],[Decline to Answer],Female,Yes,Yes,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer]
15,53090109,Yes,Woman,[Decline to Answer],23,South Asian,na,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,canadian,[Decline to Answer],Not applicable--I was born in Canada,Muslim,[Decline to Answer],[Decline to Answer],Moderately liberal,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],psych,Canada,[Decline to Answer],Some college,4 year degree (e.g.Bachelor's degree),"$100,001 - $150,000",Other (Please specify below),decision making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,2 Disagree,6 Agree,2 Disagree,6 Agree,2 Disagree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,7 Strongly agree,6 Agree
19,74710123,Yes,Woman,[Decline to Answer],32,Other,Balkan,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Croatian Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Slightly liberal,4th,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],Film Studies,Canada,[Decline to Answer],"2 year degree (e.g., technical college degree)",2 year degree (e.g.technical college degree),"$35,001 - $50,000",Other (Please specify below),Decision Making,Female,No,No,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree
13,10650622,Yes,Woman,[Decline to Answer],[Decline to Answer],East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Neutral/moderate,Other,Heterosexual/straight only,[Decline to Answer],Other,Unclassified,[Decline to Answer],Canada,[Decline to Answer],Some college,2 year degree (e.g.technical college degree),[Decline to Answer],[Decline to Answer],Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,6 Agree,6 Agree,7 Strongly agree,6 Agree,7 Strongly agree
19,49580930,Yes,Woman,[Decline to Answer],22,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Thai,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Buddhist,[Decline to Answer],Mostly right handed,Strongly liberal,4th,Other,Aromantic Asexual,Faculty of Land and Food Systems,[Decline to Answer],Applied Animal Biology,Canada,[Decline to Answer],High school graduate,High school graduate,"$15,001 - $25,000",Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,1 Strongly disagree,2 Disagree,2 Disagree,5 Slightly agree,2 Disagree,2 Disagree,2 Disagree,1 Strongly disagree,1 Strongly disagree,2 Disagree,6 Agree,5 Slightly agree,2 Disagree,5 Slightly agree,6 Agree
